Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
15-05-2022,4340.55,Kashvi Mannan,Kuruvilla-Chand,In-Person,8762.0,Udupi,INR,MasterCard,01-04-2031,,216.229.20.14,Mobile,,,,,,,,0
24-08-2023,2428.46,Yashvi Sangha,Konda-D’Alia,Online,3755.0,Kalyan-Dombivli,USD,Visa,01-04-2032,,196.238.103.163,Desktop,,,,,,,,0
10-06-2022,1888.29,Jhanvi Goel,Sundaram-Kant,Online,9752.0,Amroha,USD,Visa,01-12-2028,3 or more,57.211.153.19,Tablet,,,,,,,,0
03-09-2023,2958.29,Dhanuk Gera,"Handa, Kala and Dar",In-Person,2031.0,Bettiah,EUR,Visa,01-09-2032,3 or more,144.143.202.242,Desktop,,,,,,,,0
16-05-2023,4726.5,Nirvi Trivedi,Ram-Issac,In-Person,6278.0,Suryapet,INR,MasterCard,01-02-2031,,132.65.173.147,Desktop,,,,,,,,0
28-12-2022,4032.02,Veer Walla,Kala-Mahal,Online,2657.0,Raipur,EUR,Visa,01-08-2024,1,196.161.168.203,Desktop,,,,,,,,0
21-05-2022,3224.77,Riya Dhar,Sunder-Bali,Online,1684.0,Pune,USD,American Express,01-10-2025,,141.169.226.194,Mobile,,,,,,,,0
19-05-2022,3079.53,Stuvan Wali,Gill and Sons,In-Person,2416.0,Rampur,INR,American Express,01-04-2033,,141.47.137.181,Desktop,,,,,,,,0
05-12-2022,1156.27,Bhamini Kuruvilla,"Bakshi, Tak and Dhaliwal",In-Person,3991.0,Ramagundam,INR,American Express,01-12-2029,1,140.7.23.178,Mobile,,,,,,,,0
13-01-2023,3242.99,Rohan Dalal,Tella LLC,Online,5999.0,Nashik,USD,MasterCard,01-12-2027,2,24.78.228.182,Mobile,,,,,,,,0
27-04-2020,2197.61,Himmat Sachdev,Sekhon Inc,Online,5980.0,Nadiad,EUR,MasterCard,01-01-2032,3 or more,223.253.80.225,Mobile,,,,,,,,0
08-08-2022,3394.57,Divit Varghese,Sethi-Badal,In-Person,4205.0,Delhi,EUR,Visa,01-05-2027,2,173.144.236.122,Mobile,,,,,,,,0
15-04-2023,1854.68,Bhamini Bir,Balasubramanian-Dar,In-Person,7463.0,Dibrugarh,EUR,Visa,01-03-2024,1,199.116.65.116,Desktop,,,,,,,,0
20-02-2022,1937.18,Hridaan Choudhury,Trivedi-Hans,Online,9133.0,Rampur,USD,American Express,01-10-2030,2,141.45.2.162,Tablet,,,,,,,,0
05-12-2022,1070.63,Ayesha Brar,Hegde-Anand,In-Person,1857.0,Noida,USD,MasterCard,01-01-2024,2,184.100.64.251,Mobile,,,,,,,,0
14-09-2023,719.38,Oorja Manda,Deep-Kakar,In-Person,5119.0,Siliguri,INR,Visa,01-11-2026,,86.188.151.98,Mobile,,,,,,,,0
16-05-2022,3648.93,Kiara Lall,Anne and Sons,In-Person,4338.0,Ramgarh,INR,American Express,01-08-2026,2,190.199.118.4,Desktop,,,,,,,,0
26-06-2021,4001.52,Siya Ramesh,Mallick PLC,Online,3342.0,Nellore,EUR,Visa,01-02-2033,2,193.46.14.88,Mobile,,,,,,,,0
13-03-2022,4780.5,Jiya Hayre,"Malhotra, Ramachandran and Chander",Online,1594.0,Gandhidham,USD,MasterCard,01-03-2026,,48.97.10.171,Mobile,,,,,,,,0
17-07-2022,3788.71,Lakshit Bose,Jani PLC,In-Person,5166.0,Etawah,USD,American Express,01-07-2028,,89.35.14.99,Mobile,,,,,,,,0
20-09-2021,418.0,Nishith Rajagopalan,Kurian Group,Online,2887.0,Coimbatore,INR,American Express,01-09-2026,,214.151.92.238,Desktop,,,,,,,,0
11-01-2021,3687.66,Aradhya Lad,Gulati LLC,Online,5468.0,Junagadh,INR,Visa,01-11-2024,1,145.163.106.121,Tablet,,,,,,,,0
05-08-2022,3914.4,Kanav Ramesh,Chatterjee and Sons,In-Person,9022.0,Amroha,INR,American Express,01-01-2029,3 or more,201.92.248.56,Tablet,,,,,,,,0
18-07-2021,2059.8,Ishita Basak,"Karpe, Varghese and Rama",In-Person,5245.0,Jamnagar,USD,American Express,01-09-2033,1,33.15.203.40,Mobile,,,,,,,,0
14-02-2021,45.02,Ira Srinivas,Handa Group,Online,9398.0,Ballia,INR,American Express,01-01-2024,3 or more,197.243.51.145,Desktop,,,,,,,,0
24-02-2021,4712.04,Tushar Tara,De-Sur,Online,5264.0,Bathinda,INR,American Express,01-02-2031,,111.195.97.237,Tablet,,,,,,,,0
07-10-2023,1129.36,Jiya Bains,"Bora, Arya and Rajagopalan",In-Person,9723.0,Akola,INR,Visa,01-02-2027,2,31.97.160.7,Desktop,,,,,,,,0
04-08-2023,629.93,Darshit Sawhney,Badal-Chaudhari,In-Person,9260.0,Hyderabad,USD,MasterCard,01-10-2025,2,137.128.168.193,Tablet,,,,,,,,0
04-06-2021,4494.51,Hunar Halder,Choudhary-Chahal,In-Person,1894.0,Firozabad,INR,American Express,01-04-2028,,210.128.249.196,Mobile,,,,,,,,0
01-09-2021,1359.52,Dharmajan Varkey,Bera-Buch,Online,1884.0,Malda,USD,American Express,01-12-2031,2,209.199.160.50,Tablet,,,,,,,,0
05-01-2022,1776.36,Heer Amble,Varkey-Tiwari,Online,3296.0,Chapra,EUR,MasterCard,01-09-2032,1,210.26.108.114,Mobile,,,,,,,,0
16-08-2021,3135.36,Aradhya Dixit,Balakrishnan-Varty,In-Person,1082.0,Srikakulam,INR,American Express,01-08-2028,,48.125.1.68,Desktop,,,,,,,,0
27-09-2022,1944.91,Gokul Sarna,"Dhaliwal, Raval and Kata",In-Person,6277.0,Ahmedabad,USD,American Express,01-06-2030,1,133.186.88.217,Desktop,,,,,,,,0
17-12-2021,1064.4,Ishita Kanda,Bajaj-Baria,In-Person,3127.0,Ozhukarai,EUR,Visa,01-08-2032,,120.24.98.191,Mobile,,,,,,,,0
07-10-2023,715.59,Krish Bal,Bahl-Datta,In-Person,8907.0,Guna,EUR,American Express,01-10-2024,,161.105.226.167,Desktop,,,,,,,,0
21-01-2023,4403.21,Prisha Wason,Subramanian PLC,Online,7974.0,Karaikudi,EUR,Visa,01-03-2025,3 or more,200.186.16.88,Desktop,,,,,,,,0
15-01-2021,1397.39,Mishti Cherian,"Gokhale, Doctor and Deshmukh",Online,9484.0,Eluru,USD,MasterCard,01-05-2032,3 or more,199.146.134.43,Tablet,,,,,,,,0
20-08-2023,4054.63,Devansh Chandra,Dixit and Sons,In-Person,5126.0,Aurangabad,EUR,Visa,01-11-2024,3 or more,159.16.184.103,Mobile,,,,,,,,0
18-05-2022,1212.45,Mishti Magar,Thaker-Bajaj,In-Person,7251.0,Ujjain,USD,Visa,01-02-2027,,148.118.199.127,Tablet,,,,,,,,0
11-04-2022,315.11,Eva Bhat,Kala-Krish,In-Person,5746.0,Bihar Sharif,EUR,MasterCard,01-04-2033,3 or more,201.119.70.159,Tablet,,,,,,,,0
29-08-2023,3650.62,Trisha Kala,"Gour, Kamdar and Soman",In-Person,5809.0,Tiruchirappalli,EUR,MasterCard,01-10-2027,3 or more,81.237.216.129,Desktop,,,,,,,,0
17-08-2020,4741.73,Aradhya Kari,Dayal-Dugar,Online,4859.0,Ambattur,EUR,Visa,01-09-2025,3 or more,132.53.170.10,Tablet,,,,,,,,0
25-12-2021,3659.2,Anay Kade,"Sandal, Doctor and Kale",In-Person,3914.0,Satara,USD,MasterCard,01-09-2032,2,19.108.149.208,Mobile,,,,,,,,0
18-01-2021,773.32,Shalv Kothari,Seshadri-Deep,In-Person,4324.0,Kulti,USD,American Express,01-12-2024,2,179.177.18.5,Desktop,,,,,,,,0
28-02-2023,4735.45,Ela Saxena,Sehgal-Arora,In-Person,5500.0,Tadipatri,USD,MasterCard,01-04-2029,,204.212.211.76,Mobile,,,,,,,,0
04-11-2022,755.02,Suhana Taneja,"Chaudhry, Sawhney and Gala",Online,2579.0,Gangtok,EUR,American Express,01-01-2025,1,133.196.96.214,Desktop,,,,,,,,0
22-05-2023,774.36,Dhruv Ahluwalia,Gandhi-Gokhale,In-Person,9289.0,Mehsana,USD,Visa,01-02-2028,3 or more,221.239.76.211,Desktop,,,,,,,,0
04-07-2021,2519.3,Divij Rao,"Soni, Varkey and Chana",In-Person,8676.0,Ahmednagar,INR,MasterCard,01-10-2025,1,188.182.130.138,Tablet,,,,,,,,0
14-11-2022,1882.48,Jivika Basak,Kothari-Badami,Online,9851.0,Chennai,INR,MasterCard,01-04-2029,2,63.247.130.43,Mobile,,,,,,,,0
06-07-2021,2829.39,Vanya Kunda,Ganesh-Solanki,Online,3864.0,Sagar,EUR,Visa,01-10-2032,2,186.153.170.189,Tablet,,,,,,,,0
09-01-2023,2481.17,Dharmajan Sehgal,Kara Inc,In-Person,4560.0,Chinsurah,EUR,Visa,01-01-2028,3 or more,218.138.156.133,Desktop,,,,,,,,0
24-08-2023,4254.19,Renee Bhargava,Venkatesh LLC,In-Person,2172.0,Haldia,USD,American Express,01-03-2026,3 or more,76.63.59.2,Mobile,,,,,,,,0
08-02-2020,1099.69,Dhanuk Sekhon,Khosla-Shah,In-Person,9564.0,Raurkela Industrial Township,INR,American Express,01-09-2032,1,174.191.191.143,Mobile,,,,,,,,0
09-02-2023,2359.68,Bhamini Ranganathan,"Rana, Rama and Srinivas",Online,6841.0,Khandwa,EUR,American Express,01-11-2027,1,71.235.84.65,Mobile,,,,,,,,0
05-04-2021,4722.18,Bhavin Dutta,Kuruvilla-Shah,Online,8576.0,Dibrugarh,INR,MasterCard,01-02-2031,1,143.94.76.34,Mobile,,,,,,,,0
10-07-2021,177.43,Adira Chana,Bail LLC,In-Person,9175.0,Hapur,INR,Visa,01-12-2023,,218.249.131.176,Tablet,,,,,,,,0
06-02-2023,2613.54,Hrishita Char,Gill-Master,Online,6028.0,Raurkela Industrial Township,INR,Visa,01-12-2031,1,147.60.63.37,Tablet,,,,,,,,0
20-08-2022,251.58,Aayush Ratti,"Srinivas, Chokshi and Din",Online,6035.0,Bhilai,INR,Visa,01-10-2024,1,213.10.44.110,Tablet,,,,,,,,0
01-10-2021,1905.21,Ranbir Acharya,Kota-Verma,Online,7135.0,Ramagundam,EUR,American Express,01-01-2027,,192.225.109.82,Tablet,,,,,,,,0
12-07-2022,4883.34,Madhav Sampath,Handa Inc,In-Person,4890.0,Vijayawada,EUR,American Express,01-03-2033,2,187.231.78.63,Mobile,,,,,,,,0
08-12-2022,4310.64,Chirag Yohannan,"Jayaraman, Viswanathan and Acharya",In-Person,6759.0,Hubli–Dharwad,EUR,American Express,01-03-2033,3 or more,8.161.8.219,Mobile,,,,,,,,0
09-11-2021,2332.02,Hazel Chhabra,"Bora, Dasgupta and Basu",Online,1359.0,Srikakulam,INR,MasterCard,01-11-2031,2,187.91.57.36,Desktop,,,,,,,,0
19-03-2020,4246.6,Seher Koshy,Sehgal-Roy,In-Person,3267.0,Ambattur,EUR,American Express,01-04-2026,1,27.171.170.112,Desktop,,,,,,,,0
27-05-2022,4748.35,Ela Contractor,Bora-Bandi,Online,7313.0,Hindupur,USD,American Express,01-03-2024,1,136.220.160.131,Desktop,,,,,,,,0
12-06-2020,1330.59,Prerak Saraf,Tandon-Sura,In-Person,1195.0,Bareilly,USD,Visa,01-01-2032,,43.207.242.25,Desktop,,,,,,,,0
16-03-2022,2011.25,Ivana Manda,Subramanian PLC,In-Person,4082.0,Moradabad,USD,MasterCard,01-10-2028,3 or more,196.197.180.139,Mobile,,,,,,,,0
18-04-2023,4995.04,Aaryahi Sharma,Deep-Tank,Online,9266.0,Bardhaman,USD,American Express,01-03-2030,3 or more,8.72.112.1,Mobile,,,,,,,,0
31-12-2021,199.05,Arhaan Barman,"Ravel, Sawhney and Lad",Online,3942.0,Gopalpur,EUR,American Express,01-05-2033,2,210.114.229.187,Desktop,,,,,,,,0
24-01-2021,3529.78,Dhanush Kothari,Sastry Inc,Online,3757.0,Nagpur,INR,MasterCard,01-12-2029,,64.54.14.231,Tablet,,,,,,,,0
17-05-2023,2196.2,Advika Mallick,Taneja Ltd,In-Person,7122.0,Burhanpur,INR,American Express,01-11-2024,,137.244.157.198,Mobile,,,,,,,,0
19-07-2022,2079.92,Vivaan Dhar,"Saini, Chacko and Jaggi",Online,7887.0,Akola,USD,American Express,01-10-2025,3 or more,202.177.136.221,Tablet,,,,,,,,0
21-02-2021,2753.77,Vardaniya Bora,"Joshi, Brar and Wali",Online,8755.0,Hubli–Dharwad,INR,American Express,01-11-2032,3 or more,202.35.162.9,Desktop,,,,,,,,0
12-10-2022,646.58,Bhamini Jayaraman,Issac PLC,In-Person,6935.0,Kadapa,USD,American Express,01-07-2024,3 or more,168.162.189.111,Tablet,,,,,,,,0
24-01-2023,2641.12,Abram Dhillon,Sarkar and Sons,Online,4638.0,Mau,EUR,MasterCard,01-05-2029,,60.182.236.203,Desktop,,,,,,,,0
28-10-2021,4193.1,Siya Chakrabarti,Dar-Bobal,In-Person,4311.0,Kollam,USD,Visa,01-02-2029,,218.109.203.165,Mobile,,,,,,,,0
12-09-2021,2443.33,Veer Bahri,Bassi PLC,Online,5440.0,Baranagar,INR,Visa,01-09-2029,1,203.108.123.100,Tablet,,,,,,,,0
07-04-2022,473.17,Devansh Buch,Wason-Bhakta,Online,3039.0,South Dumdum,USD,Visa,01-11-2032,2,194.177.231.224,Mobile,,,,,,,,0
13-12-2022,3878.14,Anvi Ghosh,"Bawa, Swaminathan and Hegde",Online,7011.0,Tenali,EUR,American Express,01-06-2033,,213.161.97.160,Tablet,,,,,,,,0
06-11-2021,4759.41,Diya Andra,Malhotra Group,Online,3095.0,Mangalore,EUR,MasterCard,01-11-2030,3 or more,90.12.43.106,Mobile,,,,,,,,0
17-03-2023,3153.54,Tushar Tata,"Khosla, Salvi and Chauhan",Online,1826.0,Pondicherry,EUR,Visa,01-03-2030,3 or more,3.182.55.191,Desktop,,,,,,,,0
12-06-2022,3453.2,Pranay Apte,Srivastava-Devi,Online,6764.0,Bally,USD,Visa,01-09-2027,3 or more,205.155.241.80,Tablet,,,,,,,,0
24-05-2023,1633.02,Manjari Batta,Sur and Sons,In-Person,8082.0,Kadapa,EUR,Visa,01-08-2026,2,201.244.222.173,Mobile,,,,,,,,0
30-08-2021,3612.45,Aayush Setty,Choudhary Ltd,In-Person,6642.0,Aurangabad,USD,MasterCard,01-02-2025,1,197.116.115.48,Mobile,,,,,,,,0
23-11-2022,4043.35,Divij Kala,Toor-Sunder,In-Person,1065.0,Deoghar,USD,American Express,01-08-2028,,36.182.113.192,Tablet,,,,,,,,0
13-06-2020,4390.79,Emir Ravel,Goda-Mallick,In-Person,1250.0,Bardhaman,EUR,American Express,01-07-2029,2,65.2.102.199,Mobile,,,,,,,,0
04-08-2023,353.86,Tara Kuruvilla,"Yohannan, Chaudry and Sachdev",Online,8866.0,Gurgaon,EUR,MasterCard,01-02-2027,,209.85.251.62,Mobile,,,,,,,,0
01-09-2022,3594.83,Mahika Sarin,"Kapur, Ramaswamy and Tella",Online,9121.0,Kamarhati,INR,Visa,01-07-2027,1,80.4.202.82,Desktop,,,,,,,,0
28-08-2022,3991.51,Tanya Sangha,"Samra, Comar and Chanda",Online,4694.0,Hindupur,EUR,American Express,01-11-2032,1,206.213.255.168,Desktop,,,,,,,,0
07-03-2020,3194.14,Nirvaan Kara,Chatterjee-Bhasin,In-Person,6728.0,Jabalpur,INR,American Express,01-09-2026,,57.145.148.17,Desktop,,,,,,,,0
20-08-2021,2192.7,Rasha Krishnamurthy,Kumer LLC,Online,8415.0,Alwar,USD,Visa,01-04-2028,1,188.93.4.75,Tablet,,,,,,,,0
27-08-2021,4344.77,Zara Bhatnagar,"Bhatti, Tandon and Soni",Online,5656.0,Kochi,USD,MasterCard,01-08-2030,,184.112.191.122,Desktop,,,,,,,,0
03-05-2023,4157.09,Priyansh Sagar,"Ramesh, Tank and Sandal",Online,6314.0,Kottayam,USD,American Express,01-05-2027,,202.2.173.253,Mobile,,,,,,,,0
28-06-2022,3111.05,Parinaaz Dass,Wable Ltd,Online,8464.0,Kolkata,EUR,American Express,01-12-2026,,181.81.229.115,Mobile,,,,,,,,0
13-06-2023,2375.23,Rhea Srivastava,"Virk, Ray and Dora",In-Person,2722.0,Bilaspur,EUR,MasterCard,01-09-2033,1,126.36.46.42,Tablet,,,,,,,,0
08-12-2020,1067.1,Ivana Lala,Deo-Wagle,Online,1247.0,Phusro,EUR,MasterCard,01-06-2026,1,210.22.152.32,Mobile,,,,,,,,0
26-06-2022,480.32,Ranbir Korpal,"Hans, Rana and Subramaniam",In-Person,1114.0,Vellore,EUR,Visa,01-11-2029,3 or more,199.89.84.88,Tablet,,,,,,,,0
24-04-2020,3070.95,Lagan Badal,Chad-Barad,In-Person,5090.0,Vadodara,INR,American Express,01-12-2028,2,219.237.205.236,Tablet,,,,,,,,0
04-01-2022,2849.52,Vritika Tailor,Mallick-Bali,In-Person,4613.0,Serampore,EUR,Visa,01-07-2027,2,153.78.113.133,Mobile,,,,,,,,0
10-10-2021,4208.14,Chirag Vaidya,Dutta Ltd,Online,4987.0,Belgaum,USD,American Express,01-06-2024,3 or more,149.76.207.107,Tablet,,,,,,,,0
07-12-2022,2647.47,Pranay Reddy,Rao LLC,In-Person,5475.0,Erode,USD,Visa,01-04-2026,3 or more,43.76.157.64,Desktop,,,,,,,,0
16-04-2020,1884.55,Madhup Shetty,Sharma-Kapur,In-Person,7339.0,Jamnagar,INR,MasterCard,01-04-2026,2,130.81.60.140,Desktop,,,,,,,,0
21-07-2020,4396.45,Riya Jain,Subramaniam LLC,In-Person,1754.0,Raurkela Industrial Township,INR,MasterCard,01-11-2030,2,196.4.104.50,Desktop,,,,,,,,0
14-09-2021,3975.04,Mohanlal Barad,Savant LLC,In-Person,2599.0,Howrah,INR,Visa,01-02-2024,1,81.196.153.70,Desktop,,,,,,,,0
20-08-2022,2022.85,Nishith Sekhon,Sathe LLC,Online,6903.0,Jalgaon,INR,American Express,01-01-2029,3 or more,160.29.87.171,Tablet,,,,,,,,0
14-09-2023,3396.51,Hunar Chandran,Bhargava-Din,In-Person,5955.0,Miryalaguda,EUR,American Express,01-12-2026,1,158.20.198.234,Desktop,,,,,,,,0
16-06-2021,1895.05,Seher Johal,Sheth PLC,Online,6488.0,Patiala,USD,Visa,01-04-2027,3 or more,216.130.143.50,Mobile,,,,,,,,0
06-05-2021,1030.81,Ryan Kapoor,"Jaggi, Seshadri and Agrawal",Online,1127.0,Jalandhar,USD,Visa,01-02-2028,2,149.9.38.254,Tablet,,,,,,,,0
26-01-2023,4700.88,Diya Seth,Subramanian-Dubey,Online,7929.0,Jodhpur,EUR,Visa,01-08-2029,2,64.50.113.158,Mobile,,,,,,,,0
11-07-2022,421.09,Azad Toor,Brar Group,In-Person,8096.0,Kadapa,INR,Visa,01-04-2033,2,98.23.84.67,Tablet,,,,,,,,0
12-03-2023,3163.08,Ahana  Bahl,Barman Ltd,Online,2573.0,Hapur,USD,American Express,01-07-2028,1,195.53.129.127,Desktop,,,,,,,,0
12-02-2021,4147.18,Shalv Zacharia,"Sankaran, Borde and Bajwa",In-Person,7664.0,Raebareli,INR,Visa,01-04-2029,1,49.141.148.154,Desktop,,,,,,,,0
20-02-2020,4318.81,Biju Kant,Deo-Kohli,In-Person,3390.0,Ulhasnagar,USD,Visa,01-09-2024,3 or more,201.241.247.237,Tablet,,,,,,,,0
05-11-2022,770.62,Neelofar Hegde,Bail-Doshi,Online,2953.0,Nadiad,INR,MasterCard,01-06-2029,2,35.195.150.42,Mobile,,,,,,,,0
09-11-2021,3514.32,Dhruv Ravi,Bhatti-Badal,Online,1788.0,Gangtok,EUR,MasterCard,01-03-2027,3 or more,26.175.129.13,Desktop,,,,,,,,0
05-07-2020,1700.7,Badal Mane,Varkey and Sons,Online,7204.0,Bikaner,EUR,American Express,01-03-2024,3 or more,198.0.244.215,Desktop,,,,,,,,0
09-08-2020,1485.84,Raghav Jani,"Khatri, Rajan and Randhawa",In-Person,8188.0,Hazaribagh,EUR,Visa,01-07-2033,1,108.241.137.27,Mobile,,,,,,,,0
01-08-2023,1080.35,Tara Solanki,Bail LLC,In-Person,3490.0,Warangal,EUR,American Express,01-05-2028,2,201.9.12.177,Mobile,,,,,,,,0
03-05-2022,3129.39,Anika Mammen,Sarma Ltd,In-Person,8820.0,Fatehpur,INR,MasterCard,01-08-2026,3 or more,56.137.29.218,Desktop,,,,,,,,0
21-01-2021,899.95,Adira Dugar,Zachariah-Kala,In-Person,2489.0,Davanagere,INR,Visa,01-12-2031,3 or more,160.18.236.8,Mobile,,,,,,,,0
04-04-2020,3542.68,Pihu Ganesh,Issac Ltd,Online,8502.0,Korba,INR,Visa,01-07-2032,,205.159.115.34,Tablet,,,,,,,,0
09-03-2022,3012.59,Jayan Bhattacharyya,"Kant, Kapur and Buch",Online,8946.0,Bijapur,EUR,Visa,01-10-2033,2,135.51.207.255,Desktop,,,,,,,,0
18-09-2021,2777.77,Inaaya  Dave,Chand-Yogi,Online,6335.0,Bareilly,EUR,Visa,01-09-2033,,141.143.155.137,Desktop,,,,,,,,0
18-12-2021,3251.14,Lakshit Bala,Devan Inc,In-Person,9225.0,Bellary,EUR,American Express,01-04-2026,1,106.225.107.61,Desktop,,,,,,,,0
28-07-2021,4921.08,Mehul Bal,"Jani, Randhawa and Hora",Online,5495.0,Narasaraopet,EUR,Visa,01-11-2024,,55.214.28.85,Desktop,,,,,,,,0
17-01-2023,4817.59,Amira Karnik,Savant-Ganguly,Online,5278.0,Ramgarh,INR,MasterCard,01-08-2033,,166.20.213.119,Desktop,,,,,,,,0
07-12-2021,5.34,Ehsaan Hora,Dey-Sundaram,In-Person,3959.0,Yamunanagar,EUR,American Express,01-09-2029,3 or more,216.175.202.240,Tablet,,,,,,,,0
02-11-2021,1021.69,Oorja Anand,Dhaliwal and Sons,In-Person,4157.0,Gandhinagar,EUR,MasterCard,01-02-2025,2,209.76.97.245,Desktop,,,,,,,,0
18-07-2022,4674.31,Rhea Bose,Bhardwaj PLC,Online,5745.0,Satara,INR,American Express,01-05-2033,3 or more,77.209.0.162,Mobile,,,,,,,,0
06-09-2023,1981.81,Nitara Sha,"Bhardwaj, Bora and Bal",In-Person,7639.0,Serampore,USD,Visa,01-10-2027,2,189.144.132.140,Tablet,,,,,,,,0
19-10-2021,3392.65,Mahika Bir,Chowdhury-Baria,Online,7685.0,Shimla,EUR,American Express,01-03-2025,3 or more,134.237.63.28,Mobile,,,,,,,,0
06-03-2023,4371.25,Neysa Buch,Loyal-Bir,Online,1655.0,Bharatpur,USD,MasterCard,01-06-2025,1,114.242.241.126,Mobile,,,,,,,,0
09-09-2020,4425.66,Riaan Kothari,Garde LLC,In-Person,6793.0,Ratlam,INR,MasterCard,01-10-2031,2,210.175.121.41,Tablet,,,,,,,,0
03-04-2023,2349.2,Ojas Roy,Bir-Saraf,In-Person,1524.0,Ichalkaranji,EUR,MasterCard,01-08-2031,3 or more,96.31.223.80,Tablet,,,,,,,,0
12-02-2021,1491.94,Fateh Saraf,"Khalsa, Thaker and Dhillon",In-Person,8842.0,Muzaffarnagar,USD,Visa,01-12-2029,3 or more,27.129.209.144,Desktop,,,,,,,,0
12-12-2020,2095.88,Hridaan Varty,Bumb Ltd,In-Person,2567.0,Kakinada,INR,MasterCard,01-09-2024,,201.192.247.233,Tablet,,,,,,,,0
06-02-2022,3243.04,Tiya Dhillon,"Ranganathan, Sant and Badal",Online,8019.0,Muzaffarnagar,INR,MasterCard,01-03-2033,,160.73.25.207,Tablet,,,,,,,,0
19-08-2020,3527.09,Uthkarsh Samra,"De, Raman and Arya",Online,8543.0,Gulbarga,INR,Visa,01-08-2033,,195.216.170.206,Desktop,,,,,,,,0
11-07-2020,236.72,Hunar Borah,Ghosh Inc,In-Person,2405.0,Thiruvananthapuram,USD,MasterCard,01-05-2030,,219.191.150.199,Tablet,,,,,,,,0
25-04-2022,2144.59,Kanav Ganesh,"Ben, Tara and Ganguly",Online,9012.0,Muzaffarnagar,USD,MasterCard,01-04-2026,3 or more,186.88.200.54,Desktop,,,,,,,,0
30-09-2021,211.53,Tanya Issac,Hora Group,In-Person,2101.0,Mehsana,USD,Visa,01-10-2024,1,137.104.203.28,Tablet,,,,,,,,0
20-09-2021,3415.11,Uthkarsh Tailor,Deo-Singhal,Online,6703.0,Firozabad,INR,American Express,01-04-2025,3 or more,207.100.181.66,Tablet,,,,,,,,0
26-04-2023,2395.89,Nehmat Bandi,"Salvi, Bhalla and Dutta",In-Person,6869.0,Mahbubnagar,INR,Visa,01-04-2025,2,2.190.203.249,Tablet,,,,,,,,0
05-05-2021,913.19,Zoya Yadav,Trivedi-Sandal,Online,1958.0,Tadepalligudem,EUR,MasterCard,01-11-2028,3 or more,147.48.121.177,Desktop,,,,,,,,0
11-10-2022,4098.54,Prerak Bahl,Ravi-Shukla,Online,8432.0,Navi Mumbai,EUR,Visa,01-11-2024,2,63.92.192.186,Mobile,,,,,,,,0
23-06-2021,780.78,Nayantara Vaidya,"Loyal, Kalita and Kunda",Online,2095.0,Sangli-Miraj & Kupwad,USD,MasterCard,01-07-2028,2,193.89.34.174,Tablet,,,,,,,,0
03-11-2021,146.15,Baiju Sarin,Balakrishnan Ltd,Online,9704.0,Parbhani,EUR,Visa,01-10-2026,1,167.171.33.140,Desktop,,,,,,,,0
24-04-2021,1351.04,Adira Kala,Chatterjee Ltd,In-Person,1737.0,Ballia,INR,Visa,01-03-2024,3 or more,94.215.68.105,Tablet,,,,,,,,0
26-08-2021,1212.32,Saanvi Agrawal,"Kumar, Mall and Mane",In-Person,1322.0,Vijayanagaram,USD,Visa,01-12-2025,,81.218.160.221,Desktop,,,,,,,,0
11-04-2020,1588.83,Seher Thaker,"Gola, Verma and Goel",Online,9696.0,Eluru,USD,MasterCard,01-11-2024,,114.2.77.52,Mobile,,,,,,,,0
15-04-2022,567.05,Romil Grewal,Sharma-Tiwari,In-Person,5203.0,Muzaffarpur,USD,American Express,01-10-2026,,220.229.76.233,Mobile,,,,,,,,0
02-07-2021,3069.21,Ranbir Soman,Banik and Sons,Online,9166.0,Ludhiana,INR,Visa,01-06-2025,3 or more,189.227.178.42,Mobile,,,,,,,,0
26-08-2023,341.21,Anika Ganguly,Krish Group,In-Person,1106.0,Ajmer,EUR,American Express,01-02-2033,3 or more,152.133.15.67,Tablet,,,,,,,,0
11-10-2022,4813.7,Akarsh Grover,"Dhar, Korpal and Chhabra",In-Person,5667.0,Saharsa,EUR,American Express,01-05-2030,,140.62.131.138,Mobile,,,,,,,,0
12-02-2021,1674.04,Ishita Dhar,Sant-Raval,Online,5650.0,Kishanganj,USD,Visa,01-07-2027,,175.222.155.205,Mobile,,,,,,,,0
19-10-2022,4276.69,Yakshit Magar,Date-Hari,In-Person,8073.0,Agartala,USD,MasterCard,01-10-2024,2,55.157.125.116,Tablet,,,,,,,,0
24-01-2020,773.6,Abram Kuruvilla,Karpe-Toor,In-Person,1900.0,Siliguri,INR,Visa,01-09-2025,3 or more,211.149.192.194,Desktop,,,,,,,,0
29-06-2023,2971.08,Samar Hegde,Badami PLC,Online,5725.0,Dewas,USD,Visa,01-05-2026,3 or more,201.68.73.105,Tablet,,,,,,,,0
05-03-2020,21.75,Nishith Bhandari,Desai and Sons,In-Person,7894.0,Karnal,INR,MasterCard,01-05-2025,,105.206.202.90,Tablet,,,,,,,,0
31-03-2023,3056.82,Mahika Setty,Seshadri Inc,In-Person,2464.0,Ranchi,USD,American Express,01-03-2028,2,38.22.89.246,Desktop,,,,,,,,0
